City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Gisborne,NZ,-38.6533,178.0042,54.25,68,65,4.23,broken clouds
348,Kalna,IN,23.2167,88.3667,85.26,73,37,8.52,scattered clouds
349,San Quintin,MX,30.4833,-115.95,70.09,74,0,12.88,clear sky
350,Malakal,SS,9.5334,31.6605,78.22,63,84,4.56,broken clouds
351,Sepuka,TZ,-4.75,34.5333,57.16,75,0,10.13,clear sky
352,Aleksandrov Gay,RU,50.147,48.5704,74.86,48,100,5.68,overcast clouds
353,Nouakchott,MR,18.0858,-15.9785,78.73,80,1,16.02,light rain
354,Churu,IN,28.3,74.95,86.97,46,0,6.82,clear sky
355,Onega,RU,63.9061,38.1404,49.03,77,57,3.47,broken clouds
356,Caravelas,BR,-17.7125,-39.2481,71.04,90,5,4.7,clear sky
357,Port Hardy,CA,50.6996,-127.4199,57.38,67,20,13.8,few clouds
358,Nikolsk,RU,53.7189,46.0712,58.17,98,100,7.27,overcast clouds
359,Calatayud,ES,41.3535,-1.6432,61.09,54,3,4.92,clear sky
360,Tahoua,NE,14.8888,5.2692,85.51,43,22,6.49,few clouds
361,Baykit,RU,61.67,96.37,72.61,35,99,5.23,overcast clouds
362,Sri Aman,MY,1.2376,111.4621,75.25,100,40,7.0,scattered clouds
363,Naze,JP,28.3667,129.4833,81.52,80,0,11.36,clear sky
364,Hualmay,PE,-11.0964,-77.6139,61.57,82,5,9.66,clear sky
365,Jijiga,ET,9.35,42.8,61.5,84,96,14.94,overcast clouds
366,Ancud,CL,-41.8697,-73.8203,38.23,77,3,7.11,clear sky
367,Inhambane,MZ,-23.865,35.3833,68.65,69,87,6.93,overcast clouds
368,Prince Rupert,CA,54.3161,-130.3201,53.69,82,75,12.66,broken clouds
369,Mount Isa,AU,-20.7333,139.5,73.17,31,0,16.11,clear sky
370,Sosnogorsk,RU,63.6023,53.8817,46.58,97,100,8.01,moderate rain
371,Verkhoyansk,RU,67.5447,133.385,56.95,54,77,4.43,broken clouds
372,Casablanca,MA,33.5928,-7.6192,66.42,75,1,2.98,clear sky
373,Ponta Delgada,PT,37.7333,-25.6667,64.51,88,40,5.75,light rain
374,Tabou,CI,4.423,-7.3528,77.34,84,92,9.78,overcast clouds
375,Dandong,CN,40.1292,124.3947,68.67,97,100,7.85,heavy intensity rain
376,Zhigansk,RU,66.7697,123.3711,58.93,50,63,8.66,broken clouds
377,Nadym,RU,65.5333,72.5167,74.55,56,4,6.98,clear sky
378,Oum Hadjer,TD,13.2954,19.6966,85.46,47,32,8.3,scattered clouds
379,College,US,64.8569,-147.8028,80.47,37,0,1.99,clear sky
380,Najran,SA,17.4924,44.1277,79.45,40,39,2.77,scattered clouds
381,Sakaiminato,JP,35.55,133.2333,91.33,62,75,3.44,broken clouds
382,Haines Junction,CA,60.7522,-137.5108,67.95,40,100,10.36,overcast clouds
383,Ayan,RU,56.45,138.1667,47.53,96,100,11.41,overcast clouds
384,Artemisa,CU,22.814,-82.7561,77.27,86,18,7.67,few clouds
385,Abu Road,IN,24.4833,72.7833,86.22,52,0,6.85,clear sky
386,Morant Bay,JM,17.8815,-76.4093,82.02,86,81,5.59,broken clouds
387,Mandiana,GN,10.6333,-8.6833,71.02,93,100,2.55,overcast clouds
388,Okakarara,NA,-20.5833,17.4333,41.56,32,0,5.19,clear sky
389,Ust-Maya,RU,60.4167,134.5333,82.56,46,10,2.89,clear sky
390,Calpulalpan,MX,19.5833,-98.5833,53.2,85,100,6.2,overcast clouds
391,Narsaq,GL,60.9167,-46.05,45.93,52,0,4.88,clear sky
392,Lompoc,US,34.6391,-120.4579,71.85,80,0,14.97,clear sky
393,Lasa,IT,46.6166,10.7002,58.37,88,17,1.77,few clouds
394,Nyurba,RU,63.2842,118.3319,80.44,37,79,3.02,broken clouds
395,Hauzenberg,DE,48.65,13.6333,65.35,94,100,0.96,overcast clouds
396,Mombasa,KE,-4.0547,39.6636,74.82,79,78,15.46,light rain
397,Teguise,ES,29.0605,-13.564,62.82,77,0,4.61,clear sky
398,Marsaxlokk,MT,35.8419,14.5431,77.07,43,0,4.61,clear sky
399,Lehtmetsa,EE,59.3237,25.3457,55.22,90,100,5.08,overcast clouds
400,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.6,92,1,14.79,clear sky
401,Kendari,ID,-3.945,122.4989,74.68,97,100,3.31,overcast clouds
402,Longos,PH,16.1066,120.3954,85.89,66,67,8.61,broken clouds
403,Ola,RU,59.5833,151.2833,53.15,94,100,6.46,overcast clouds
404,Karlivka,UA,49.4567,35.1295,49.23,95,100,1.07,overcast clouds
405,Taitung,TW,22.7583,121.1444,89.87,70,20,4.61,few clouds
406,Ercis,TR,39.0287,43.3586,53.19,73,4,4.14,clear sky
407,Vung Tau,VN,10.346,107.0843,82.8,75,100,3.13,overcast clouds
408,Paamiut,GL,61.994,-49.6678,37.38,93,12,21.21,few clouds
409,Airai,TL,-8.9266,125.4092,68.45,66,84,5.48,broken clouds
410,La Asuncion,VE,11.0333,-63.8628,80.33,89,11,14.97,few clouds
411,Egvekinot,RU,66.3167,-179.1667,41.09,80,89,6.64,overcast clouds
412,Wilmington,US,34.2257,-77.9447,82.98,69,61,4.0,broken clouds
413,Launceston,AU,-41.45,147.1667,56.84,89,100,21.85,light rain
414,Santiago,CL,-33.4569,-70.6483,53.85,68,75,4.61,light rain
415,Lekoni,GA,-1.5843,14.2591,73.89,79,100,4.07,light rain
416,Bulgan,MN,48.8125,103.5347,68.29,47,9,6.29,clear sky
417,Paidha,UG,2.4167,30.9855,60.1,84,85,5.39,overcast clouds
418,Khamanon,IN,30.8186,76.3508,85.96,46,0,6.04,clear sky
419,Sokolo,ML,14.7328,-6.1219,81.07,61,100,12.06,overcast clouds
420,Changtu,CN,42.7788,124.0955,67.59,96,100,11.95,overcast clouds
421,Gualaquiza,EC,-3.4,-78.55,60.19,99,75,1.03,light rain
422,Key West,US,24.5557,-81.7826,82.0,69,99,13.27,overcast clouds
423,Dukat,RU,62.55,155.55,51.24,81,100,9.46,light rain
424,Bandarbeyla,SO,9.4942,50.8122,77.4,77,100,26.93,overcast clouds
425,Kisangani,CD,0.5167,25.2,69.28,99,79,0.81,light rain
426,Tucupita,VE,9.0622,-62.051,73.94,98,100,3.69,overcast clouds
427,Santiago Del Estero,AR,-27.7951,-64.2615,51.08,56,95,6.11,overcast clouds
428,Menongue,AO,-14.6585,17.691,50.47,52,0,3.33,clear sky
429,Benjamin Constant,BR,-4.3831,-70.0311,75.33,97,8,2.28,clear sky
430,Iralaya,HN,15.0,-83.2333,79.0,80,9,8.1,clear sky
431,Bhera,PK,32.4832,72.9097,81.64,38,0,7.78,clear sky
432,Makurdi,NG,7.7411,8.5121,73.71,92,100,6.69,overcast clouds
433,Belaya Gora,RU,68.5333,146.4167,52.05,36,9,9.82,clear sky
434,Wanning,CN,18.8003,110.3967,87.04,70,42,12.03,scattered clouds
435,Cayenne,GF,4.9333,-52.3333,78.1,1,40,2.3,scattered clouds
436,Fairbanks,US,64.8378,-147.7164,79.48,37,0,5.75,clear sky
437,Mahon,ES,39.8885,4.2658,73.96,83,100,11.5,light rain
438,Sumbawanga,TZ,-7.9667,31.6167,53.4,87,0,4.61,clear sky
439,Sulangan,PH,11.1373,123.7228,83.59,70,100,3.44,overcast clouds
440,Batangafo,CF,7.3008,18.2833,70.05,96,94,2.3,light rain
441,Caxito,AO,-8.5785,13.6643,62.55,98,31,2.66,scattered clouds
442,Manaus,BR,-3.1019,-60.025,81.09,78,0,2.3,clear sky
443,Kenora,CA,49.8167,-94.4337,72.57,60,20,8.05,few clouds
444,Waddan,LY,29.1614,16.139,74.84,47,0,6.96,clear sky
445,Kalmunai,LK,7.4167,81.8167,80.96,72,99,7.45,overcast clouds
446,Kota Belud,MY,6.351,116.4305,85.95,64,36,2.8,scattered clouds
447,Naryan-Mar,RU,67.6713,53.087,41.63,84,100,11.7,overcast clouds
448,Tepeaca,MX,18.9667,-97.9,58.26,71,100,12.21,overcast clouds
449,Boyuibe,BO,-20.4167,-63.2833,56.59,88,6,5.86,clear sky
450,Akdepe,TM,42.0551,59.3788,73.49,20,0,9.98,clear sky
451,Udachnyy,RU,66.4167,112.4,82.45,41,54,12.53,broken clouds
452,Porto Novo,BJ,6.4965,2.6036,74.64,92,100,5.93,overcast clouds
453,Rawson,AR,-43.3002,-65.1023,36.0,50,0,6.42,clear sky
454,Kishtwar,IN,33.3167,75.7667,68.29,51,0,1.54,clear sky
455,Alexandria,EG,31.2156,29.9553,78.76,69,40,6.91,scattered clouds
456,Goma,CD,-1.6792,29.2228,59.34,89,77,2.44,broken clouds
457,Olafsvik,IS,64.8945,-23.7142,42.96,68,66,24.63,broken clouds
458,Luderitz,NA,-26.6481,15.1594,55.94,71,0,7.94,clear sky
459,Lodja,CD,-3.4833,23.4333,74.26,58,87,2.26,overcast clouds
460,Rocha,UY,-34.4833,-54.3333,47.08,91,100,10.38,moderate rain
461,Esperance,AU,-33.8667,121.9,62.46,77,97,14.41,overcast clouds
462,Nyrob,RU,60.733,56.7202,54.03,91,84,1.32,broken clouds
463,Kloulklubed,PW,7.0419,134.2556,84.7,71,93,7.45,overcast clouds
464,Walvis Bay,NA,-22.9575,14.5053,50.09,87,0,3.44,clear sky
465,Hofn,IS,64.2539,-15.2082,45.43,55,100,10.71,overcast clouds
466,Ilulissat,GL,69.2167,-51.1,33.1,89,100,2.04,overcast clouds
467,Jahangirabad,IN,28.4167,78.1,89.91,37,0,5.5,clear sky
468,Mandalgovi,MN,45.7625,106.2708,69.48,34,3,13.6,clear sky
469,Lagoa,PT,39.05,-27.9833,64.22,82,100,13.13,overcast clouds
470,Tura,IN,25.5198,90.2201,78.42,86,100,6.6,overcast clouds
471,Sao Filipe,CV,14.8961,-24.4956,75.63,91,40,4.94,scattered clouds
472,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,87,100,8.05,overcast clouds
473,Berlevag,NO,70.8578,29.0864,44.6,81,0,2.3,clear sky
474,Agucadoura,PT,41.4318,-8.7804,61.25,91,44,2.01,scattered clouds
475,Ahipara,NZ,-35.1667,173.1667,60.1,65,76,5.86,broken clouds
476,Satana,IN,20.5833,74.2,76.82,79,100,4.36,overcast clouds
477,Porto Belo,BR,-27.1578,-48.5531,67.95,94,16,5.99,few clouds
478,Wilsonville,US,45.2998,-122.7737,77.29,57,29,5.99,scattered clouds
479,San Cristobal,VE,7.7669,-72.225,75.38,89,5,2.26,clear sky
480,Deloraine,AU,-41.5333,146.6667,54.39,15,100,1.99,overcast clouds
481,Itarema,BR,-2.9248,-39.9167,74.17,86,99,8.81,overcast clouds
482,Puerto Asis,CO,0.5133,-76.5007,70.68,97,18,0.74,few clouds
483,Manta,EC,-0.95,-80.7333,71.38,88,100,8.05,overcast clouds
484,Siyabuswa,ZA,-25.1132,29.0445,51.55,89,20,5.39,few clouds
485,Kyabe,TD,9.4515,18.9449,71.69,84,100,8.16,moderate rain
486,Moron,AR,-34.6534,-58.6198,46.15,69,100,7.96,overcast clouds
487,Noumea,NC,-22.2763,166.4572,75.18,99,100,6.38,overcast clouds
488,Namibe,AO,-15.1961,12.1522,61.61,65,0,5.86,clear sky
489,Karatu,TZ,-3.3333,35.6667,54.93,92,77,4.61,broken clouds
490,Sinjar,IQ,36.3209,41.8754,77.4,33,0,4.56,clear sky
491,Eureka,US,40.8021,-124.1637,67.19,75,18,5.01,few clouds
492,Fonseca,CO,10.8861,-72.8487,74.53,96,99,2.53,overcast clouds
493,Te Anau,NZ,-45.4167,167.7167,46.51,68,65,1.23,broken clouds
494,Victor Harbor,AU,-35.5667,138.6167,62.01,68,100,3.0,overcast clouds
495,Port-Gentil,GA,-0.7193,8.7815,72.0,80,96,12.17,overcast clouds
496,Tricase,IT,39.9304,18.3553,71.31,58,11,3.62,few clouds
497,Carmo Do Rio Claro,BR,-20.9719,-46.1189,59.4,66,0,1.36,clear sky
498,San Carlos De Bariloche,AR,-41.1456,-71.3082,31.75,80,75,5.75,broken clouds
499,Camacha,PT,33.0833,-16.3333,63.82,77,75,11.5,broken clouds
500,Baruun-Urt,MN,46.6806,113.2792,70.11,42,7,16.53,clear sky
501,Lazaro Cardenas,MX,17.9583,-102.2,76.05,92,100,10.33,overcast clouds
502,Tessalit,ML,20.1986,1.0114,93.2,16,30,15.21,scattered clouds
503,Port Blair,IN,11.6667,92.75,80.64,89,75,4.61,broken clouds
504,Altamira,BR,-3.2033,-52.2064,72.0,97,49,2.15,scattered clouds
505,Sabha,LY,27.0377,14.4283,81.73,14,0,12.93,clear sky
506,Kaeo,NZ,-35.1,173.7833,58.05,79,86,8.61,overcast clouds
507,Derzhavinsk,KZ,51.1,66.3167,72.21,63,83,7.47,broken clouds
508,Verkhnevilyuysk,RU,63.4453,120.3167,79.75,41,88,2.91,overcast clouds
509,Kikwit,CD,-5.041,18.8162,71.62,89,99,1.66,overcast clouds
510,Qarchi Gak,AF,37.04,66.7889,78.62,30,0,14.85,clear sky
511,Landshut,DE,48.5333,12.15,65.79,96,59,3.36,light rain
512,Watrous,CA,51.6668,-105.4679,80.38,29,48,13.8,scattered clouds
513,Sonoita,MX,31.85,-112.8333,96.12,25,19,14.18,few clouds
514,Pitimbu,BR,-7.4706,-34.8086,70.39,84,100,6.26,moderate rain
515,Ligayan,PH,4.6533,119.4706,83.73,68,95,4.5,overcast clouds
516,Lata,PT,40.1629,-8.3327,58.08,97,11,2.24,few clouds
517,Catamarca,AR,-28.4696,-65.7852,46.58,68,57,3.0,broken clouds
518,Lavrentiya,RU,65.5833,-171.0,47.73,78,78,11.81,broken clouds
519,Grand-Lahou,CI,5.1367,-5.0242,76.1,89,100,7.09,light rain
520,Mehamn,NO,71.0357,27.8492,44.55,81,43,10.36,scattered clouds
521,Westport,US,41.1415,-73.3579,62.74,94,89,1.99,overcast clouds
522,Salalah,OM,17.0151,54.0924,80.13,88,100,11.63,light rain
523,Japura,ID,-0.3167,102.35,79.18,87,95,2.08,overcast clouds
524,Galesong,ID,-5.3166,119.3661,82.42,70,42,2.19,scattered clouds
525,Korla,CN,41.7597,86.1469,91.17,13,61,8.63,broken clouds
526,Bac Lieu,VN,9.285,105.7244,85.26,67,93,3.8,overcast clouds
527,Vrangel,RU,42.7297,133.0839,59.59,95,100,10.27,overcast clouds
528,Esmeraldas,BR,-19.7625,-44.3139,65.44,57,14,3.18,few clouds
529,High Level,CA,58.5169,-117.136,59.11,100,100,4.61,light rain
530,Wattegama,LK,6.7989,81.4808,77.68,75,100,7.7,overcast clouds
531,Sinnamary,GF,5.3833,-52.95,77.04,86,29,6.51,scattered clouds
532,Sambava,MG,-14.2667,50.1667,67.32,69,88,11.72,overcast clouds
533,Pampa,US,35.5362,-100.9599,89.74,37,0,8.05,clear sky
534,Russell,US,32.3502,-85.1999,88.88,45,0,4.59,clear sky
535,Gornopravdinsk,RU,60.05,69.9,62.46,75,92,4.05,overcast clouds
536,Hadrut,AZ,39.52,47.0318,65.82,76,60,3.83,broken clouds
537,Nabire,ID,-3.3667,135.4833,81.07,84,31,4.0,scattered clouds
538,Selma,US,36.5708,-119.6121,98.19,26,66,14.74,broken clouds
539,Seydi,TM,39.4816,62.9137,81.32,25,0,10.13,clear sky
540,Baltiysk,RU,54.6538,19.911,56.19,80,4,2.42,clear sky
541,Salym,RU,60.0625,71.4789,63.01,75,9,4.38,clear sky
542,Sakiai,LT,54.9547,23.0358,50.97,93,24,3.6,few clouds
543,Sistranda,NO,63.7256,8.834,53.56,91,100,31.68,light rain
544,Tha Chang,TH,9.2642,99.1922,83.23,100,20,3.44,few clouds
545,Santa Maria Da Vitoria,BR,-13.3947,-44.1886,68.54,57,51,2.24,broken clouds
546,Fayaoue,NC,-20.65,166.5333,73.58,60,100,11.21,overcast clouds
547,Fortuna,US,40.5982,-124.1573,65.93,78,20,3.0,few clouds
548,Ebbs,AT,47.6333,12.2167,64.08,95,78,3.87,broken clouds
549,Bennettsville,US,34.6174,-79.6848,85.19,76,0,0.0,clear sky
550,Basarabeasca,MD,46.3311,28.9728,57.69,73,22,13.58,few clouds
551,Razgrad,BG,43.5333,26.5167,57.61,59,50,3.6,scattered clouds
552,Zhigalovo,RU,54.8097,105.1578,64.0,51,93,4.25,overcast clouds
553,Kungurtug,RU,50.5994,97.5228,69.49,43,2,2.48,clear sky
554,Blagoveshchenka,RU,52.8333,79.8667,69.13,57,0,9.6,clear sky
555,Miraflores,MX,19.2167,-98.8083,60.87,86,100,3.78,overcast clouds
556,Turan,VN,16.0678,108.2208,87.78,62,0,4.61,clear sky
557,Krasnoarmeysk,RU,51.0239,45.6969,64.87,79,100,3.15,overcast clouds
558,San Juan,AR,-31.5375,-68.5364,41.72,61,79,3.98,broken clouds
559,Samur,RU,41.8253,48.486,72.1,69,94,8.14,overcast clouds
560,Lyngseidet,NO,69.5763,20.2189,55.4,74,100,13.18,overcast clouds
561,Redcliffe,AU,-27.2307,153.0973,73.42,59,20,5.75,few clouds
562,Riberalta,BO,-10.9833,-66.1,78.06,66,100,0.83,overcast clouds
563,Gazanjyk,TM,39.2446,55.5154,81.77,44,0,4.7,clear sky
564,Pokhara,NP,28.2333,83.9833,77.2,79,18,2.55,few clouds
565,Koltsovo,RU,54.9376,83.1825,65.59,29,75,6.35,broken clouds
566,Elmvale,CA,44.5834,-79.8664,69.76,79,0,12.41,clear sky
567,Fukue,JP,32.6881,128.8419,75.56,100,75,14.97,broken clouds
568,Saiki,JP,32.95,131.9,94.8,67,12,6.8,few clouds
569,Kampot,KH,10.6167,104.1833,87.85,69,93,2.13,overcast clouds
570,Iisalmi,FI,63.5592,27.1907,55.0,92,100,6.15,overcast clouds
571,Fort Pierce,US,27.4467,-80.3256,81.0,67,93,5.01,overcast clouds
572,Manthani,IN,18.65,79.6667,81.12,77,62,2.48,broken clouds
573,Makushino,RU,55.2103,67.2442,61.21,84,0,14.41,clear sky
574,Rawah,IQ,34.4816,41.9093,79.95,32,0,11.07,clear sky
575,Gushikawa,JP,26.3544,127.8686,86.63,74,0,10.6,clear sky
576,Vardo,NO,70.3705,31.1107,44.58,87,20,5.75,few clouds
577,Odweyne,SO,9.4092,45.064,69.08,70,84,17.6,broken clouds
578,Bayan,CN,46.0833,127.4,66.16,95,100,7.49,overcast clouds
579,Paraiso,CR,9.8383,-83.8656,65.41,96,100,1.25,overcast clouds
580,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,64.99,63,0,13.42,clear sky
581,Havre-Saint-Pierre,CA,50.2334,-63.5986,55.76,88,100,10.36,overcast clouds
582,Ushtobe,KZ,45.2514,77.9838,86.27,26,100,5.64,overcast clouds
583,Padang,ID,-0.9492,100.3543,77.05,75,99,2.82,overcast clouds
584,Bassar,TG,9.25,0.7833,68.0,95,100,2.86,overcast clouds
585,Zalantun,CN,48.0,122.7167,76.84,58,98,6.29,overcast clouds
586,Waipawa,NZ,-41.4122,175.5153,50.63,60,51,4.59,broken clouds
587,Puerto Quijarro,BO,-17.7833,-57.7667,72.7,56,11,2.98,few clouds
588,Preobrazheniye,RU,42.9019,133.9064,58.3,97,100,9.51,overcast clouds
589,Beloha,MG,-25.1667,45.05,59.54,74,9,10.4,clear sky
590,Janauba,BR,-15.8025,-43.3089,66.06,47,2,6.76,clear sky
591,Bonoua,CI,5.2741,-3.595,74.82,93,100,3.83,light rain
592,Chokwe,MZ,-24.5333,32.9833,63.41,69,72,2.71,broken clouds
593,Chimbote,PE,-9.0853,-78.5783,62.13,84,2,7.94,clear sky
594,Nemuro,JP,43.3236,145.575,50.4,92,100,10.16,overcast clouds
595,Mazamari,PE,-11.3258,-74.5308,72.39,73,86,0.65,overcast clouds
596,Ruteng,ID,-8.6136,120.4721,68.11,76,100,3.96,overcast clouds
597,Saint-Pierre,RE,-21.3393,55.4781,66.9,82,75,12.66,broken clouds
598,Ambunti,PG,-4.2365,142.8448,90.16,55,49,1.01,scattered clouds
599,Sobolevo,RU,54.4299,31.8996,51.66,92,43,9.44,scattered clouds
600,Huanan,CN,46.2167,130.5167,69.35,85,100,6.49,moderate rain
601,Greeley,US,40.4233,-104.7091,85.01,26,0,5.75,clear sky
602,Sotnikovo,RU,51.8845,107.4791,69.89,49,0,4.47,clear sky
603,Quang Ngai,VN,15.1167,108.8,86.14,56,100,3.22,overcast clouds
604,Opuwo,NA,-18.0607,13.84,45.99,36,0,2.39,clear sky
605,La Orilla,MX,17.9833,-102.2333,75.36,94,100,10.33,overcast clouds
606,Sarkand,KZ,45.41,79.9186,85.24,31,80,2.21,broken clouds
607,Dingle,PH,10.9995,122.6711,85.51,70,63,4.29,broken clouds
608,Avera,US,33.194,-82.5271,84.25,31,3,7.38,clear sky
609,Kihurio,TZ,-4.4667,38.0667,62.4,93,63,4.32,broken clouds
610,Sept-Iles,CA,50.2001,-66.3821,56.05,91,100,14.97,overcast clouds
611,Milton,US,34.1322,-84.3007,89.89,62,4,5.97,clear sky
612,Lodeynoye Pole,RU,60.726,33.5531,50.68,81,96,1.92,overcast clouds
613,Okitipupa,NG,6.5047,4.7839,72.16,98,100,1.95,overcast clouds
614,La Reforma,MX,25.0833,-108.05,84.92,65,35,6.11,scattered clouds
615,Ambanja,MG,-13.6833,48.45,65.05,66,1,5.26,clear sky
616,Damaturu,NG,11.747,11.9608,80.73,56,47,6.87,scattered clouds
617,Otavi,NA,-19.65,17.3333,47.68,27,0,2.53,clear sky
618,Pabna,BD,24.0,89.25,83.98,77,68,10.16,broken clouds
619,Tromso,NO,69.6496,18.957,49.37,76,100,3.44,light rain
620,Xai-Xai,MZ,-25.0519,33.6442,66.65,69,84,5.32,broken clouds
621,Razole,IN,16.4833,81.8333,86.88,64,79,8.39,broken clouds
622,Pacific Grove,US,36.6177,-121.9166,68.38,86,40,7.0,scattered clouds
623,Manadhoo,MV,5.7667,73.3833,82.69,74,76,10.94,broken clouds
624,Beboto,TD,8.2668,16.939,71.26,91,67,3.49,moderate rain
625,Laiwu,CN,36.1928,117.6569,84.33,72,81,7.4,broken clouds
626,Fare,PF,-16.7,-151.0167,80.1,68,14,8.43,few clouds
627,Akyab,MM,20.15,92.9,82.27,79,89,11.81,overcast clouds
628,Yeppoon,AU,-23.1333,150.7333,73.18,58,0,9.46,clear sky
629,Pochutla,MX,15.7432,-96.4661,71.82,96,100,3.27,overcast clouds
630,Prince George,CA,53.9166,-122.753,56.64,52,0,9.22,clear sky
631,Porto Nacional,BR,-10.7081,-48.4172,75.2,49,6,2.24,clear sky
632,Ust-Tsilma,RU,65.441,52.1498,43.52,82,100,8.12,overcast clouds
633,Ulaangom,MN,49.9811,92.0667,73.38,42,11,4.65,few clouds
634,Mana,GF,5.6592,-53.7767,77.52,85,20,6.85,few clouds
635,Podor,MR,16.6527,-14.9587,87.78,48,20,14.25,few clouds
636,Guerrero Negro,MX,27.9769,-114.0611,71.65,65,0,17.58,clear sky
637,Kemijarvi,FI,66.7131,27.4306,49.37,70,100,6.51,overcast clouds
638,Kuchera,IN,26.9839,73.9719,87.37,52,2,8.5,clear sky
639,Gualeguay,AR,-33.1416,-59.3097,44.11,74,76,8.19,broken clouds
640,Estevan,CA,49.1334,-102.9842,79.0,47,0,9.22,clear sky
641,Fethiye,TR,36.6217,29.1164,73.27,46,2,7.81,clear sky
642,Aksu,CN,41.1231,80.2644,83.68,24,100,6.62,overcast clouds
643,Belmonte,BR,-15.8631,-38.8828,72.16,89,20,5.88,few clouds
644,Waingapu,ID,-9.6567,120.2641,83.57,57,41,18.34,scattered clouds
645,Altay,CN,47.8667,88.1167,82.35,26,9,2.51,clear sky
646,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.14,95,100,5.21,overcast clouds
647,Putai,FR,46.6579,1.9863,58.39,92,0,3.67,clear sky
648,Yumen,CN,40.2833,97.2,86.32,15,2,22.06,clear sky
649,Roald,NO,62.5833,6.1333,57.76,87,100,21.85,light rain
650,Mecca,SA,21.4267,39.8261,83.28,35,79,5.7,broken clouds
651,Kovdor,RU,67.5662,30.4758,45.91,74,73,2.82,broken clouds
652,Poum,NC,-20.2333,164.0167,72.79,60,100,4.27,overcast clouds
653,Khandyga,RU,62.6667,135.6,77.85,36,0,5.79,clear sky
654,Markala,ML,13.7021,-6.0659,77.86,65,100,8.99,overcast clouds
655,Marsa Matruh,EG,31.3525,27.2453,73.6,88,20,5.75,few clouds
656,Itupiranga,BR,-5.1347,-49.3267,75.52,84,10,1.88,clear sky
657,Allapalli,IN,19.4167,80.0667,79.12,86,96,1.32,overcast clouds
658,Warri,NG,5.5167,5.75,71.98,98,100,1.57,overcast clouds
659,Cimarron Hills,US,38.8586,-104.6989,73.99,35,75,13.8,broken clouds
660,Batemans Bay,AU,-35.7167,150.1833,61.66,47,100,2.48,overcast clouds
661,Isla Vista,US,34.4133,-119.861,91.38,46,1,5.97,clear sky
662,Chincholi,IN,17.4667,77.4333,78.12,73,100,9.66,overcast clouds
663,Robertsport,LR,6.7533,-11.3686,78.44,82,100,6.08,light rain
664,Wysokie Mazowieckie,PL,52.9166,22.5171,52.59,87,86,3.02,overcast clouds
665,Santa Rosa,PH,14.3122,121.1114,87.78,71,91,10.2,overcast clouds
666,Bugembe,UG,0.4797,33.2344,65.03,75,90,2.73,overcast clouds
667,Belozerskoye,RU,55.8214,65.5842,62.02,82,1,12.06,clear sky
668,Desaguadero,PE,-16.5656,-69.0417,41.36,63,4,3.29,clear sky
669,Maarianhamina,AX,60.0973,19.9348,57.06,100,0,6.91,clear sky
670,Comodoro Rivadavia,AR,-45.8667,-67.5,28.26,74,0,4.61,clear sky
671,San Carlos,VE,9.6612,-68.5827,75.47,84,91,3.02,overcast clouds
672,San Pedro,PH,14.35,121.0167,87.03,69,40,6.91,scattered clouds
673,Huarmey,PE,-10.0681,-78.1522,62.73,83,3,9.28,clear sky
674,Gorodovikovsk,RU,46.0878,41.9335,58.35,73,2,8.93,clear sky
675,Abha,SA,18.2164,42.5053,67.82,88,0,6.91,clear sky
676,Barra Do Garcas,BR,-15.89,-52.2567,69.6,46,99,2.17,overcast clouds
677,Caruray,PH,10.3094,119.0128,86.86,63,100,1.72,overcast clouds
678,Kieta,PG,-6.2167,155.6333,85.39,65,66,3.22,broken clouds
679,Venice,US,27.0998,-82.4543,84.97,66,85,3.0,overcast clouds
680,Mazatan,MX,14.8667,-92.45,78.87,100,100,8.05,overcast clouds
681,Hellebaek,DK,56.0682,12.5578,54.91,94,100,7.52,overcast clouds
682,Smithers,CA,54.7804,-127.1743,53.92,62,75,4.61,light intensity shower rain
683,Bayir,TR,37.2687,28.2167,63.12,57,3,3.89,clear sky
684,Parkes,AU,-33.1333,148.1833,55.29,67,100,5.17,overcast clouds
685,Penzance,GB,50.1186,-5.5371,59.49,87,0,7.96,clear sky
686,Fowa,NG,8.9167,6.4,71.85,97,90,2.71,light rain
687,Carlisle,US,40.2015,-77.1889,69.22,86,100,1.01,overcast clouds
688,Brunswick,US,41.2381,-81.8418,74.95,82,9,5.37,clear sky
689,Makakilo City,US,21.3469,-158.0858,81.61,58,55,15.48,broken clouds
690,Mgandu,TZ,-5.95,34.1333,52.61,80,3,7.81,clear sky
691,Shetpe,KZ,44.1667,52.1167,81.93,16,0,9.73,clear sky
692,Burnie,AU,-41.0667,145.9167,56.91,90,100,18.5,light rain
693,Puerto Narino,CO,-3.7703,-70.3831,72.45,97,82,2.06,broken clouds
694,Santana Do Livramento,BR,-30.8908,-55.5328,47.3,97,100,10.85,overcast clouds
695,Makokou,GA,0.5738,12.8642,67.48,98,82,2.62,broken clouds
696,Corn Island,NI,12.1694,-83.0418,80.58,79,41,17.29,scattered clouds
697,Mabaruma,GY,8.2,-59.7833,73.74,95,100,2.46,overcast clouds
