City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name,Hotel name
638,Kuchera,IN,87.37,clear sky,26.9839,73.9719,,Surendra Java
639,Gualeguay,AR,44.11,broken clouds,-33.1416,-59.3097,,Faro del Lago
640,Estevan,CA,79.0,clear sky,49.1334,-102.9842,,"Motel 6 Estevan, SK"
641,Fethiye,TR,73.27,clear sky,36.6217,29.1164,,Club & Hotel Letoonia
642,Aksu,CN,83.68,overcast clouds,41.1231,80.2644,,Pudong Holiday Hotel
643,Belmonte,BR,72.16,few clouds,-15.8631,-38.8828,,Pousada Monte Carmelo O Pão
644,Waingapu,ID,83.57,scattered clouds,-9.6567,120.2641,,Pondok Wisata Elim
645,Altay,CN,82.35,clear sky,47.8667,88.1167,,Jinqiao Hotel
646,Sao Jose Da Coroa Grande,BR,74.14,overcast clouds,-8.8978,-35.1478,,Crôa Mares Hotel
647,Putai,FR,58.39,clear sky,46.6579,1.9863,,La Croix Verte
648,Yumen,CN,86.32,clear sky,40.2833,97.2,,
649,Roald,NO,57.76,light rain,62.5833,6.1333,,Flem Cabins
650,Mecca,SA,83.28,broken clouds,21.4267,39.8261,,"Makkah Clock Royal Tower, A Fairmont Hotel"
651,Kovdor,RU,45.91,broken clouds,67.5662,30.4758,,Derevo Zhelaniy
652,Poum,NC,72.79,overcast clouds,-20.2333,164.0167,,
653,Khandyga,RU,77.85,clear sky,62.6667,135.6,,Apel'sin
654,Markala,ML,77.86,overcast clouds,13.7021,-6.0659,,Hôtel Igor
655,Marsa Matruh,EG,73.6,few clouds,31.3525,27.2453,,Beau Site
656,Itupiranga,BR,75.52,clear sky,-5.1347,-49.3267,,Hotel Panorama
657,Allapalli,IN,79.12,overcast clouds,19.4167,80.0667,,"Hotel IK Residency, GUEST HOUSE AC NON AC"
658,Warri,NG,71.98,overcast clouds,5.5167,5.75,,BON Hotel Delta
659,Cimarron Hills,US,73.99,broken clouds,38.8586,-104.6989,,"Holiday Inn Express & Suites Colorado Springs-First & Main, an IHG Hotel"
660,Batemans Bay,AU,61.66,overcast clouds,-35.7167,150.1833,,Batemans Bay Marina Resort
661,Isla Vista,US,91.38,clear sky,34.4133,-119.861,,Best Western Plus South Coast Inn
662,Chincholi,IN,78.12,overcast clouds,17.4667,77.4333,,Friends men's were
663,Robertsport,LR,78.44,light rain,6.7533,-11.3686,,Kwepunha Retreat
664,Wysokie Mazowieckie,PL,52.59,overcast clouds,52.9166,22.5171,,POKOJE Z SERCEM
665,Santa Rosa,PH,87.78,overcast clouds,14.3122,121.1114,,Erlyn’s Sta Rosa City Home
666,Bugembe,UG,65.03,overcast clouds,0.4797,33.2344,,Pacific Cottages and Guest House
667,Belozerskoye,RU,62.02,clear sky,55.8214,65.5842,,
668,Desaguadero,PE,41.36,clear sky,-16.5656,-69.0417,,av. panamericana 264 desaguadero hotel
669,Maarianhamina,AX,57.06,clear sky,60.0973,19.9348,,Park Alandia Hotel
671,San Carlos,VE,75.47,overcast clouds,9.6612,-68.5827,,Hotel Paternopoli
672,San Pedro,PH,87.03,scattered clouds,14.35,121.0167,,Esquivel's Garden And Resort
673,Huarmey,PE,62.73,clear sky,-10.0681,-78.1522,,Hotel Miramar
674,Gorodovikovsk,RU,58.35,clear sky,46.0878,41.9335,,Gostinitsa
675,Abha,SA,67.82,clear sky,18.2164,42.5053,,Abha Hotel
676,Barra Do Garcas,BR,69.6,overcast clouds,-15.89,-52.2567,,Pousada Tropical
677,Caruray,PH,86.86,overcast clouds,10.3094,119.0128,,
678,Kieta,PG,85.39,broken clouds,-6.2167,155.6333,,Uruna Bay Retreat
679,Venice,US,84.97,overcast clouds,27.0998,-82.4543,,A Beach Retreat On Casey Key
680,Mazatan,MX,78.87,overcast clouds,14.8667,-92.45,,Jose Luis Villalobos De La Cruz
681,Hellebaek,DK,54.91,overcast clouds,56.0682,12.5578,,Danhostel Helsingør
682,Smithers,CA,53.92,light intensity shower rain,54.7804,-127.1743,,"Prestige Hudson Bay Lodge, Premier Collection"
683,Bayir,TR,63.12,clear sky,37.2687,28.2167,,Hotel Babadag
684,Parkes,AU,55.29,overcast clouds,-33.1333,148.1833,,Station Motel
685,Penzance,GB,59.49,clear sky,50.1186,-5.5371,,Artist Residence Penzance
686,Fowa,NG,71.85,light rain,8.9167,6.4,,
687,Carlisle,US,69.22,overcast clouds,40.2015,-77.1889,,Fairfield Inn & Suites by Marriott Carlisle
688,Brunswick,US,74.95,clear sky,41.2381,-81.8418,,Quality Inn Brunswick Cleveland South
689,Makakilo City,US,81.61,broken clouds,21.3469,-158.0858,,Marriott's Ko Olina Beach Club
690,Mgandu,TZ,52.61,clear sky,-5.95,34.1333,,
691,Shetpe,KZ,81.93,clear sky,44.1667,52.1167,,Rtsm Shetpe Analog
692,Burnie,AU,56.91,light rain,-41.0667,145.9167,,Beachfront Voyager Motor Inn
693,Puerto Narino,CO,72.45,broken clouds,-3.7703,-70.3831,,Eware Refugio Amazonico
694,Santana Do Livramento,BR,47.3,overcast clouds,-30.8908,-55.5328,,Hotel Emirates
695,Makokou,GA,67.48,broken clouds,0.5738,12.8642,,Hôtel
696,Corn Island,NI,80.58,scattered clouds,12.1694,-83.0418,,Big Fish Guest House
697,Mabaruma,GY,73.74,overcast clouds,8.2,-59.7833,,Monty Brooms Guest House
698,Kommunisticheskiy,RU,64.11,broken clouds,61.6789,64.4819,,
699,Palu,ID,87.85,broken clouds,-0.8917,119.8707,,Hotel Santika Palu
700,Chuka,KE,57.36,overcast clouds,-0.3332,37.6459,,Mountain Breeze Guest House
701,Santa Cruz,BO,74.66,few clouds,-17.8,-63.1667,,Aviador Hotel Boutique
702,Xinmin,CN,72.77,overcast clouds,41.9908,122.8253,,Agricultural Machinery Hotel
703,Chimoio,MZ,51.55,clear sky,-19.1164,33.4833,,Predio Livraria Ahmed
704,Gryfice,PL,58.84,scattered clouds,53.9165,15.2003,,"32. Motel. Accommodation, restaurant"
705,Thyolo,MW,52.16,scattered clouds,-16.0678,35.1405,,Nkhalango Guest Hiuse
706,Trebinje,BA,68.36,clear sky,42.7119,18.3442,,Hotel Aćimović
707,Qasigiannguit,GL,33.33,overcast clouds,68.8193,-51.1922,,Almost HOME
