City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name,Hotel name
316,Mariakani,KE,67.68,scattered clouds,-3.8633,39.4736,,The County Luxury Comfort Hotels Ltd
317,El Pueblito,MX,65.44,overcast clouds,20.5333,-100.45,,Capital O Villa Bonita
318,Mount Forest,CA,69.13,clear sky,43.9795,-80.7221,,Forest Plaza Motel
319,Inirida,CO,72.09,overcast clouds,3.8653,-67.9239,,Fuente del Guania Hotel de Lujo
320,Dauphin,CA,78.94,broken clouds,51.1494,-100.0502,,Canway Inn & Suites
321,Souillac,MU,70.18,scattered clouds,-20.5167,57.5167,,Shanti Maurice Resort & Spa
322,Nuuk,GL,34.88,overcast clouds,64.1835,-51.7216,,Vandrehuset
323,Acapulco,MX,76.73,overcast clouds,16.8634,-99.8901,,HS Hotsson Smart Acapulco
324,Nago,JP,88.65,clear sky,26.5881,127.9761,,Hotel Yugaf Inn Okinawa
325,Brownsville,US,85.08,clear sky,25.9018,-97.4975,,Best Western Hotel Plaza Matamoros
326,Belyy Yar,RU,71.49,light rain,53.6039,91.3903,,Pasportnyy Stol
327,Konza,KE,54.59,broken clouds,-1.7426,37.1294,,Camp Howl
328,Seybaplaya,MX,82.81,scattered clouds,19.65,-90.6667,,sala de fiesta san Rafael
329,Khorol,UA,56.16,light rain,49.7837,33.2783,,Castle Motel
330,Jamestown,US,74.84,clear sky,42.097,-79.2353,,Hampton Inn & Suites Jamestown
331,Kemin,KG,66.42,broken clouds,42.7846,75.6892,,Hotel Kok-Oirok
332,Alofi,NU,78.69,few clouds,-19.0595,-169.9187,,Taloa Heights
333,Kalanguy,RU,71.35,overcast clouds,51.0167,116.5167,,
334,Sakakah,SA,78.37,clear sky,29.9697,40.2064,,Fakhamat Al Orjoana Apartment
335,Vao,NC,71.22,overcast clouds,-22.6667,167.4833,,Hotel Kou-Bugny
336,Cervo,ES,58.33,broken clouds,43.6702,-7.4101,,Hotel Spa Galatea
337,Lianran,CN,64.94,light rain,24.9227,102.485,,半岛酒店
338,Aste,IT,65.77,clear sky,45.7906,11.0961,,B&B Arlanch 8
339,Yar-Sale,RU,71.98,clear sky,66.8333,70.8333,,Yalemd
340,Coruripe,BR,73.17,overcast clouds,-10.1256,-36.1756,,Pousada e Hotel Litoral Sul
341,Semme,FR,63.01,clear sky,46.1963,1.5007,,Inter-Hotel Alexia
342,Kidal,ML,86.52,broken clouds,18.4411,1.4078,,
343,Parrita,CR,78.1,overcast clouds,9.5201,-84.3225,,Beso del Viento
344,Cangzhou,CN,90.12,clear sky,38.3167,116.8667,,Jinji Express Hotel
345,Santa Vitoria Do Palmar,BR,51.13,light rain,-33.5189,-53.3681,,Hostel Comodoro
346,Nara,JP,90.97,scattered clouds,34.6851,135.8049,,Guesthouse Nara Komachi
347,Gisborne,NZ,54.25,broken clouds,-38.6533,178.0042,,ASURE Alfresco Motor Lodge
348,Kalna,IN,85.26,scattered clouds,23.2167,88.3667,,Hotel Priyadarshini
349,San Quintin,MX,70.09,clear sky,30.4833,-115.95,,Don Eddie's Sport Fishing Center
350,Malakal,SS,78.22,broken clouds,9.5334,31.6605,,Nile Palace Hotel
351,Sepuka,TZ,57.16,clear sky,-4.75,34.5333,,
352,Aleksandrov Gay,RU,74.86,overcast clouds,50.147,48.5704,,Gostinitsa
353,Nouakchott,MR,78.73,light rain,18.0858,-15.9785,,HOTEL IMAN
354,Churu,IN,86.97,clear sky,28.3,74.95,,Malji Ka Kamra
355,Onega,RU,49.03,broken clouds,63.9061,38.1404,,Lunny Kot Guest House
356,Caravelas,BR,71.04,clear sky,-17.7125,-39.2481,,Pousada dos Navegantes
357,Port Hardy,CA,57.38,few clouds,50.6996,-127.4199,,Airport Inn-Port Hardy
358,Nikolsk,RU,58.17,overcast clouds,53.7189,46.0712,,Гостиница Центральная
359,Calatayud,ES,61.09,clear sky,41.3535,-1.6432,,Globales Castillo de Ayud
360,Tahoua,NE,85.51,few clouds,14.8888,5.2692,,Bungalows Guesthouse
361,Baykit,RU,72.61,overcast clouds,61.67,96.37,,
362,Sri Aman,MY,75.25,scattered clouds,1.2376,111.4621,,Seri Simanggang Hotel
363,Naze,JP,81.52,clear sky,28.3667,129.4833,,Shishime Hotel
364,Hualmay,PE,61.57,clear sky,-11.0964,-77.6139,,Hotel Villa Kitzia Huacho
365,Jijiga,ET,61.5,overcast clouds,9.35,42.8,,RAMAAS HOTEL
366,Ancud,CL,38.23,clear sky,-41.8697,-73.8203,,Hotel Arena Gruesa
367,Inhambane,MZ,68.65,overcast clouds,-23.865,35.3833,,Oceano
368,Prince Rupert,CA,53.69,broken clouds,54.3161,-130.3201,,Crest Hotel
369,Mount Isa,AU,73.17,clear sky,-20.7333,139.5,,ibis Styles Mt Isa Verona
370,Sosnogorsk,RU,46.58,moderate rain,63.6023,53.8817,,Жемчужина
371,Verkhoyansk,RU,56.95,broken clouds,67.5447,133.385,,
372,Casablanca,MA,66.42,clear sky,33.5928,-7.6192,,فندق البيت المغربي كازبلانكا
373,Ponta Delgada,PT,64.51,light rain,37.7333,-25.6667,,Vila Nova Hotel
374,Tabou,CI,77.34,overcast clouds,4.423,-7.3528,,hotêl doufoulougou
375,Dandong,CN,68.67,heavy intensity rain,40.1292,124.3947,,Yiranju Farmstay
376,Zhigansk,RU,58.93,broken clouds,66.7697,123.3711,,Gostinichnyy Kompleks Aylgy
377,Nadym,RU,74.55,clear sky,65.5333,72.5167,,Apartment on Zvereva
378,Oum Hadjer,TD,85.46,scattered clouds,13.2954,19.6966,,
379,College,US,80.47,clear sky,64.8569,-147.8028,,Pike's Waterfront Lodge
380,Najran,SA,79.45,scattered clouds,17.4924,44.1277,,محمد هادي ال فطيح
381,Sakaiminato,JP,91.33,broken clouds,35.55,133.2333,,Italian pasley
382,Haines Junction,CA,67.95,overcast clouds,60.7522,-137.5108,,Parkside Inn
383,Ayan,RU,47.53,overcast clouds,56.45,138.1667,,Gostinitsa
384,Artemisa,CU,77.27,few clouds,22.814,-82.7561,,Hotel Moka
385,Abu Road,IN,86.22,clear sky,24.4833,72.7833,,Private Room In the Heart of the city.
386,Morant Bay,JM,82.02,broken clouds,17.8815,-76.4093,,Whispering Bamboo Cove Resort
387,Mandiana,GN,71.02,overcast clouds,10.6333,-8.6833,,Motels rouzo
389,Ust-Maya,RU,82.56,clear sky,60.4167,134.5333,,
390,Calpulalpan,MX,53.2,overcast clouds,19.5833,-98.5833,,Hotel Paraiso
391,Narsaq,GL,45.93,clear sky,60.9167,-46.05,,Sleep In Narsaq
392,Lompoc,US,71.85,clear sky,34.6391,-120.4579,,"Holiday Inn Express Lompoc, an IHG Hotel"
393,Lasa,IT,58.37,few clouds,46.6166,10.7002,,Pension Feldgärtenhof
394,Nyurba,RU,80.44,broken clouds,63.2842,118.3319,,"Гостиница ""Comfort"""
395,Hauzenberg,DE,65.35,overcast clouds,48.65,13.6333,,Naturhotel Gidibauer Hof
396,Mombasa,KE,74.82,light rain,-4.0547,39.6636,,New Palm Tree Hotel
397,Teguise,ES,62.82,clear sky,29.0605,-13.564,,B&B La Casona de Nazaret
398,Marsaxlokk,MT,77.07,clear sky,35.8419,14.5431,,Water's Edge
399,Lehtmetsa,EE,55.22,overcast clouds,59.3237,25.3457,,Paasiku koertemõis
400,Sao Joao Da Barra,BR,71.6,clear sky,-21.6403,-41.0511,,Pousada Porto De Canoas
401,Kendari,ID,74.68,overcast clouds,-3.945,122.4989,,Hotel Wixel
402,Longos,PH,85.89,broken clouds,16.1066,120.3954,,A-venue Beach Resort
403,Ola,RU,53.15,overcast clouds,59.5833,151.2833,,
404,Karlivka,UA,49.23,overcast clouds,49.4567,35.1295,,Hostynytsa Kolos
405,Taitung,TW,89.87,few clouds,22.7583,121.1444,,Taitung Bali Suites Hotel
406,Ercis,TR,53.19,clear sky,39.0287,43.3586,,Erciş Elit Otel
407,Vung Tau,VN,82.8,overcast clouds,10.346,107.0843,,Seaside Resort
408,Paamiut,GL,37.38,few clouds,61.994,-49.6678,,Pistut
409,Airai,TL,68.45,broken clouds,-8.9266,125.4092,,
410,La Asuncion,VE,80.33,few clouds,11.0333,-63.8628,,Colinas de Matasiete
411,Egvekinot,RU,41.09,overcast clouds,66.3167,-179.1667,,
412,Wilmington,US,82.98,broken clouds,34.2257,-77.9447,,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
413,Launceston,AU,56.84,light rain,-41.45,147.1667,,Hotel Grand Chancellor Launceston
414,Santiago,CL,53.85,light rain,-33.4569,-70.6483,,Hotel Panamericano
415,Lekoni,GA,73.89,light rain,-1.5843,14.2591,,Rendez-vous Des ChasseursD
416,Bulgan,MN,68.29,clear sky,48.8125,103.5347,,Unitel Булган салбар
417,Paidha,UG,60.1,overcast clouds,2.4167,30.9855,,OPIPAAF (OTHUMBA PITHUA PALWONGA )
418,Khamanon,IN,85.96,clear sky,30.8186,76.3508,,Khamanon Bus Stand
419,Sokolo,ML,81.07,overcast clouds,14.7328,-6.1219,,
420,Changtu,CN,67.59,overcast clouds,42.7788,124.0955,,Ming Yang Inn
421,Gualaquiza,EC,60.19,light rain,-3.4,-78.55,,Hotel Merceditas
422,Key West,US,82.0,overcast clouds,24.5557,-81.7826,,Fairfield Inn & Suites by Marriott Key West
423,Dukat,RU,51.24,light rain,62.55,155.55,,
424,Bandarbeyla,SO,77.4,overcast clouds,9.4942,50.8122,,JABIR HOTEL
425,Kisangani,CD,69.28,light rain,0.5167,25.2,,Grand Ramela Hotel
426,Tucupita,VE,73.94,overcast clouds,9.0622,-62.051,,Hotel Tucupita Su​ite C.A.
427,Santiago Del Estero,AR,51.08,overcast clouds,-27.7951,-64.2615,,Apartamentos Castelli 90
428,Menongue,AO,50.47,clear sky,-14.6585,17.691,,Ritz Lauca
429,Benjamin Constant,BR,75.33,clear sky,-4.3831,-70.0311,,CASA AVALIADA
430,Iralaya,HN,79.0,clear sky,15.0,-83.2333,,Iglesia morava renovada
431,Bhera,PK,81.64,clear sky,32.4832,72.9097,,Shahmeer Tea stall
432,Makurdi,NG,73.71,overcast clouds,7.7411,8.5121,,Doo Palace Hotel
433,Belaya Gora,RU,52.05,clear sky,68.5333,146.4167,,
434,Wanning,CN,87.04,scattered clouds,18.8003,110.3967,,Paradise Hotel
435,Cayenne,GF,78.1,scattered clouds,4.9333,-52.3333,,Hôtel Le Dronmi
436,Fairbanks,US,79.48,clear sky,64.8378,-147.7164,,Westmark Fairbanks Hotel & Conference Center
437,Mahon,ES,73.96,light rain,39.8885,4.2658,,ARTIEM Capri
438,Sumbawanga,TZ,53.4,clear sky,-7.9667,31.6167,,Matamba II Guest House
439,Sulangan,PH,83.59,overcast clouds,11.1373,123.7228,,Maia's Beach Resort
440,Batangafo,CF,70.05,light rain,7.3008,18.2833,,OCHA Office
441,Caxito,AO,62.55,scattered clouds,-8.5785,13.6643,,
442,Manaus,BR,81.09,clear sky,-3.1019,-60.025,,Manaus Hotéis Millennium
443,Kenora,CA,72.57,few clouds,49.8167,-94.4337,,Maynard Lake Lodge
444,Waddan,LY,74.84,clear sky,29.1614,16.139,,محل الشريف محمد العايب
445,Kalmunai,LK,80.96,overcast clouds,7.4167,81.8167,,VS Villa
446,Kota Belud,MY,85.95,scattered clouds,6.351,116.4305,,Tang Dynasty Lodge Kota Belud
447,Naryan-Mar,RU,41.63,overcast clouds,67.6713,53.087,,Hostel Agat
448,Tepeaca,MX,58.26,overcast clouds,18.9667,-97.9,,Hotel Colonial
449,Boyuibe,BO,56.59,clear sky,-20.4167,-63.2833,,Residencial Eluzai
450,Akdepe,TM,73.49,clear sky,42.0551,59.3788,,
451,Udachnyy,RU,82.45,broken clouds,66.4167,112.4,,Severnoye Siyaniye
452,Porto Novo,BJ,74.64,overcast clouds,6.4965,2.6036,,Tour Eiffel Hotel Benin
453,Rawson,AR,36.0,clear sky,-43.3002,-65.1023,,Hosteria Sampedro
454,Kishtwar,IN,68.29,clear sky,33.3167,75.7667,,Heritage Bagh by Himalayan Musk
455,Alexandria,EG,78.76,scattered clouds,31.2156,29.9553,,Royal Crown Hotel
456,Goma,CD,59.34,broken clouds,-1.6792,29.2228,,"Goma, CENTRE D'ACCUEIL CARITAS"
457,Olafsvik,IS,42.96,broken clouds,64.8945,-23.7142,,Hotel Olafsvik
459,Lodja,CD,74.26,overcast clouds,-3.4833,23.4333,,
460,Rocha,UY,47.08,moderate rain,-34.4833,-54.3333,,Hotel Arrarte
461,Esperance,AU,62.46,overcast clouds,-33.8667,121.9,,Hospitality Esperance
462,Nyrob,RU,54.03,broken clouds,60.733,56.7202,,Gostinitsa
463,Kloulklubed,PW,84.7,overcast clouds,7.0419,134.2556,,Storyboard Beach Resort
465,Hofn,IS,45.43,overcast clouds,64.2539,-15.2082,,Hótel Höfn
466,Ilulissat,GL,33.1,overcast clouds,69.2167,-51.1,,Hotel Arctic
467,Jahangirabad,IN,89.91,clear sky,28.4167,78.1,,लोधी फार्म हाउस जहांगीराबाद
468,Mandalgovi,MN,69.48,clear sky,45.7625,106.2708,,В.Ганбат
469,Lagoa,PT,64.22,overcast clouds,39.05,-27.9833,,Casa Das Faias
470,Tura,IN,78.42,overcast clouds,25.5198,90.2201,,Hotel RIKMAN Continental
471,Sao Filipe,CV,75.63,scattered clouds,14.8961,-24.4956,,Hotel Xaguate
472,Los Llanos De Aridane,ES,65.95,overcast clouds,28.6585,-17.9182,,Valle Aridane
473,Berlevag,NO,44.6,clear sky,70.8578,29.0864,,Kvitbrakka
474,Agucadoura,PT,61.25,scattered clouds,41.4318,-8.7804,,Varzinn Hotel
475,Ahipara,NZ,60.1,broken clouds,-35.1667,173.1667,,Ahipara Holiday Park
476,Satana,IN,76.82,overcast clouds,20.5833,74.2,,Yashvant hotel
477,Porto Belo,BR,67.95,few clouds,-27.1578,-48.5531,,Costa Verde Beach Hotel
478,Wilsonville,US,77.29,scattered clouds,45.2998,-122.7737,,"Holiday Inn Portland- I-5 S (Wilsonville), an IHG Hotel"
479,San Cristobal,VE,75.38,clear sky,7.7669,-72.225,,Pirineos
480,Deloraine,AU,54.39,overcast clouds,-41.5333,146.6667,,Mountain View Country Inn
481,Itarema,BR,74.17,overcast clouds,-2.9248,-39.9167,,"Sea Lounge! Bar, Club & Restaurant"
482,Puerto Asis,CO,70.68,few clouds,0.5133,-76.5007,,Ayawaska Hostal
483,Manta,EC,71.38,overcast clouds,-0.95,-80.7333,,Balandra Hotel
484,Siyabuswa,ZA,51.55,few clouds,-25.1132,29.0445,,Confy Inn Guest Rooms
485,Kyabe,TD,71.69,moderate rain,9.4515,18.9449,,
486,Moron,AR,46.15,overcast clouds,-34.6534,-58.6198,,Hotel Morón
487,Noumea,NC,75.18,overcast clouds,-22.2763,166.4572,,Hôtel Le Lagon
488,Namibe,AO,61.61,clear sky,-15.1961,12.1522,,Hotel Chik Chik Namibe
489,Karatu,TZ,54.93,broken clouds,-3.3333,35.6667,,Highview Hotel
490,Sinjar,IQ,77.4,clear sky,36.3209,41.8754,,زوماني فون 1
491,Eureka,US,67.19,few clouds,40.8021,-124.1637,,Eureka Inn Trademark By Wyndham
492,Fonseca,CO,74.53,overcast clouds,10.8861,-72.8487,,Hotel Winsor Fonseca
493,Te Anau,NZ,46.51,broken clouds,-45.4167,167.7167,,Kingsgate Hotel Te Anau
494,Victor Harbor,AU,62.01,overcast clouds,-35.5667,138.6167,,McCracken Country Club
495,Port-Gentil,GA,72.0,overcast clouds,-0.7193,8.7815,,Fengshui Residence
496,Tricase,IT,71.31,few clouds,39.9304,18.3553,,Hotel Adriatico
497,Carmo Do Rio Claro,BR,59.4,clear sky,-20.9719,-46.1189,,Varandas da Montanha Hotel
499,Camacha,PT,63.82,broken clouds,33.0833,-16.3333,,Hotel Porto Santo & Spa
500,Baruun-Urt,MN,70.11,clear sky,46.6806,113.2792,,Ахмадын амралт сувилал
501,Lazaro Cardenas,MX,76.05,overcast clouds,17.9583,-102.2,,HOTEL QUINTA ANTIGUA
502,Tessalit,ML,93.2,scattered clouds,20.1986,1.0114,,
503,Port Blair,IN,80.64,broken clouds,11.6667,92.75,,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
504,Altamira,BR,72.0,scattered clouds,-3.2033,-52.2064,,Requinte Hotel
505,Sabha,LY,81.73,clear sky,27.0377,14.4283,,محطة ام الارانب -سبها مواصلات
506,Kaeo,NZ,58.05,overcast clouds,-35.1,173.7833,,Bushido Lodge
507,Derzhavinsk,KZ,72.21,broken clouds,51.1,66.3167,,Ooo.khim Baza
508,Verkhnevilyuysk,RU,79.75,overcast clouds,63.4453,120.3167,,Gostinitsa Mila
509,Kikwit,CD,71.62,overcast clouds,-5.041,18.8162,,HOTEL PLACE YALABA
510,Qarchi Gak,AF,78.62,clear sky,37.04,66.7889,,
511,Landshut,DE,65.79,light rain,48.5333,12.15,,Hotel Goldene Sonne
512,Watrous,CA,80.38,scattered clouds,51.6668,-105.4679,,Manitou Hotel
513,Sonoita,MX,96.12,few clouds,31.85,-112.8333,,Hotel internacional
514,Pitimbu,BR,70.39,moderate rain,-7.4706,-34.8086,,Reserva do Abiaí
515,Ligayan,PH,83.73,overcast clouds,4.6533,119.4706,,
516,Lata,PT,58.08,few clouds,40.1629,-8.3327,,Casa Maquia
517,Catamarca,AR,46.58,broken clouds,-28.4696,-65.7852,,Amerian Catamarca Park Hotel
518,Lavrentiya,RU,47.73,broken clouds,65.5833,-171.0,,
519,Grand-Lahou,CI,76.1,light rain,5.1367,-5.0242,,Hotel Beatitude de Grand Lahou
520,Mehamn,NO,44.55,scattered clouds,71.0357,27.8492,,Mehamn Arctic Hotel AS
521,Westport,US,62.74,overcast clouds,41.1415,-73.3579,,The Westport Inn
522,Salalah,OM,80.13,light rain,17.0151,54.0924,,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
523,Japura,ID,79.18,overcast clouds,-0.3167,102.35,,Rumah mbah Jamah
524,Galesong,ID,82.42,scattered clouds,-5.3166,119.3661,,Sapriadi Appy
525,Korla,CN,91.17,broken clouds,41.7597,86.1469,,Gulisitan Hotel
526,Bac Lieu,VN,85.26,overcast clouds,9.285,105.7244,,Khách sạn Sài Gòn Bạc Liêu
527,Vrangel,RU,59.59,overcast clouds,42.7297,133.0839,,"Отель ""БАЛИ"""
528,Esmeraldas,BR,65.44,few clouds,-19.7625,-44.3139,,Forasteiro Pousada
529,High Level,CA,59.11,light rain,58.5169,-117.136,,Days Inn by Wyndham High Level
530,Wattegama,LK,77.68,overcast clouds,6.7989,81.4808,,
531,Sinnamary,GF,77.04,scattered clouds,5.3833,-52.95,,ALETHEIA Appartement Sinnamary
532,Sambava,MG,67.32,overcast clouds,-14.2667,50.1667,,Melrose
533,Pampa,US,89.74,clear sky,35.5362,-100.9599,,"Holiday Inn Express & Suites Pampa, an IHG Hotel"
534,Russell,US,88.88,clear sky,32.3502,-85.1999,,Macs
535,Gornopravdinsk,RU,62.46,overcast clouds,60.05,69.9,,Hostel
536,Hadrut,AZ,65.82,broken clouds,39.52,47.0318,,Zəfər otel
537,Nabire,ID,81.07,scattered clouds,-3.3667,135.4833,,Hotel Nusantara I
538,Selma,US,98.19,broken clouds,36.5708,-119.6121,,"Holiday Inn Selma-Swancourt, an IHG Hotel"
539,Seydi,TM,81.32,clear sky,39.4816,62.9137,,Seydi oteli
540,Baltiysk,RU,56.19,clear sky,54.6538,19.911,,Guest house on Vzmorye
541,Salym,RU,63.01,clear sky,60.0625,71.4789,,Gostinitsa Salym
542,Sakiai,LT,50.97,few clouds,54.9547,23.0358,,Hotel Centras
543,Sistranda,NO,53.56,light rain,63.7256,8.834,,Hotell Frøya
544,Tha Chang,TH,83.23,few clouds,9.2642,99.1922,,สุริยาค้าไม้
545,Santa Maria Da Vitoria,BR,68.54,broken clouds,-13.3947,-44.1886,,Pousada Rio Current
546,Fayaoue,NC,73.58,overcast clouds,-20.65,166.5333,,Chez Dydyce Guesthouse
547,Fortuna,US,65.93,few clouds,40.5982,-124.1573,,Super 8 by Wyndham Fortuna
548,Ebbs,AT,64.08,broken clouds,47.6333,12.2167,,Sporthotel Wilder Kaiser
549,Bennettsville,US,85.19,clear sky,34.6174,-79.6848,,Quality Inn
550,Basarabeasca,MD,57.69,few clouds,46.3311,28.9728,,
551,Razgrad,BG,57.61,scattered clouds,43.5333,26.5167,,Interrum
552,Zhigalovo,RU,64.0,overcast clouds,54.8097,105.1578,,"Hotel ""Lenatur"""
553,Kungurtug,RU,69.49,clear sky,50.5994,97.5228,,
554,Blagoveshchenka,RU,69.13,clear sky,52.8333,79.8667,,"Gostinitsa ""Tsentral'naya"""
555,Miraflores,MX,60.87,overcast clouds,19.2167,-98.8083,,Hotel Mansión
556,Turan,VN,87.78,clear sky,16.0678,108.2208,,Grand Mercure Danang
557,Krasnoarmeysk,RU,64.87,overcast clouds,51.0239,45.6969,,"Hotel ""Your home-Balzer"""
558,San Juan,AR,41.72,broken clouds,-31.5375,-68.5364,,Hotel Provincial
559,Samur,RU,72.1,overcast clouds,41.8253,48.486,,Samur
560,Lyngseidet,NO,55.4,overcast clouds,69.5763,20.2189,,Magic Mountain Lodge
561,Redcliffe,AU,73.42,few clouds,-27.2307,153.0973,,Scarborough Beach Resort
562,Riberalta,BO,78.06,overcast clouds,-10.9833,-66.1,,Hotel Colonial
563,Gazanjyk,TM,81.77,clear sky,39.2446,55.5154,,Railway motel
564,Pokhara,NP,77.2,few clouds,28.2333,83.9833,,OYO 170 Hotel View Point
565,Koltsovo,RU,65.59,broken clouds,54.9376,83.1825,,"Agat, Gostinichnyy Kompleks"
566,Elmvale,CA,69.76,clear sky,44.5834,-79.8664,,To Jo's Christian Family Camp
567,Fukue,JP,75.56,broken clouds,32.6881,128.8419,,Goto Guesthouse Utojuku & SA Car Rental
568,Saiki,JP,94.8,few clouds,32.95,131.9,,（株）サンテツ
569,Kampot,KH,87.85,overcast clouds,10.6167,104.1833,,Two Moons Hotel
570,Iisalmi,FI,55.0,overcast clouds,63.5592,27.1907,,Original Sokos Hotel Koljonvirta
571,Fort Pierce,US,81.0,overcast clouds,27.4467,-80.3256,,Hutchinson Island Plaza Hotel & Suites
572,Manthani,IN,81.12,broken clouds,18.65,79.6667,,"Sri Sai bike Paint,manthani"
573,Makushino,RU,61.21,clear sky,55.2103,67.2442,,Cristina Hotel
574,Rawah,IQ,79.95,clear sky,34.4816,41.9093,,بيت سميع
575,Gushikawa,JP,86.63,clear sky,26.3544,127.8686,,Kirari Guest House
576,Vardo,NO,44.58,few clouds,70.3705,31.1107,,Vardø Hotel AS
577,Odweyne,SO,69.08,broken clouds,9.4092,45.064,,Eng Hiirey House
578,Bayan,CN,66.16,overcast clouds,46.0833,127.4,,Wanhao Inn
579,Paraiso,CR,65.41,overcast clouds,9.8383,-83.8656,,Hotel Rinconcito Verde
580,Petropavlovsk-Kamchatskiy,RU,64.99,clear sky,53.0452,158.6483,,The Hotel Petropavlovsky
581,Havre-Saint-Pierre,CA,55.76,overcast clouds,50.2334,-63.5986,,Auberge Niapiskau
582,Ushtobe,KZ,86.27,overcast clouds,45.2514,77.9838,,Filipin Squad
583,Padang,ID,77.05,overcast clouds,-0.9492,100.3543,,Mercure Padang
584,Bassar,TG,68.0,overcast clouds,9.25,0.7833,,Hôtel KYRIAD
585,Zalantun,CN,76.84,overcast clouds,48.0,122.7167,,GreenTree Alliance Hulunbeier Zhalantun Railway Station Hotel
586,Waipawa,NZ,50.63,broken clouds,-41.4122,175.5153,,Tora Coastal Walk
587,Puerto Quijarro,BO,72.7,few clouds,-17.7833,-57.7667,,Hotel palance
588,Preobrazheniye,RU,58.3,overcast clouds,42.9019,133.9064,,Campsite Orlan
589,Beloha,MG,59.54,clear sky,-25.1667,45.05,,
590,Janauba,BR,66.06,clear sky,-15.8025,-43.3089,,Ouro Norte Palace Hotel
591,Bonoua,CI,74.82,light rain,5.2741,-3.595,,Hotel Bon Samaritian
592,Chokwe,MZ,63.41,broken clouds,-24.5333,32.9833,,Complexo Sonho Real
593,Chimbote,PE,62.13,clear sky,-9.0853,-78.5783,,Hotel Briliá
594,Nemuro,JP,50.4,overcast clouds,43.3236,145.575,,Hotel Nemuro Kaiyoutei
595,Mazamari,PE,72.39,overcast clouds,-11.3258,-74.5308,,Hospedaje Ratto
596,Ruteng,ID,68.11,overcast clouds,-8.6136,120.4721,,Hotel FX 72
597,Saint-Pierre,RE,66.9,broken clouds,-21.3393,55.4781,,Alize Plage
598,Ambunti,PG,90.16,scattered clouds,-4.2365,142.8448,,AMBUNTI HIDE INN
599,Sobolevo,RU,51.66,scattered clouds,54.4299,31.8996,,
600,Huanan,CN,69.35,moderate rain,46.2167,130.5167,,Xilong Hotel
601,Greeley,US,85.01,clear sky,40.4233,-104.7091,,Fairfield Inn & Suites by Marriott Greeley
602,Sotnikovo,RU,69.89,clear sky,51.8845,107.4791,,Malinki
603,Quang Ngai,VN,86.14,overcast clouds,15.1167,108.8,,Central Hotel
605,La Orilla,MX,75.36,overcast clouds,17.9833,-102.2333,,Baymont by Wyndham Lazaro Cardenas
606,Sarkand,KZ,85.24,broken clouds,45.41,79.9186,,Гостиница Сарканд
607,Dingle,PH,85.51,broken clouds,10.9995,122.6711,,SEGAYA PROPERTY
608,Avera,US,84.25,clear sky,33.194,-82.5271,,
609,Kihurio,TZ,62.4,broken clouds,-4.4667,38.0667,,
610,Sept-Iles,CA,56.05,overcast clouds,50.2001,-66.3821,,Comfort Inn
611,Milton,US,89.89,clear sky,34.1322,-84.3007,,Pine Ridge Manufactured House
612,Lodeynoye Pole,RU,50.68,overcast clouds,60.726,33.5531,,Svir Mini-Hotel
613,Okitipupa,NG,72.16,overcast clouds,6.5047,4.7839,,Coastal Hotel & Suites
614,La Reforma,MX,84.92,scattered clouds,25.0833,-108.05,,Hotel Reforma
615,Ambanja,MG,65.05,clear sky,-13.6833,48.45,,Hotel Salama and Fast Food
616,Damaturu,NG,80.73,scattered clouds,11.747,11.9608,,"Hayas Guest Inn, Central Roundabout, Gujba Road"
618,Pabna,BD,83.98,broken clouds,24.0,89.25,,Hotel Dream Palace International
619,Tromso,NO,49.37,light rain,69.6496,18.957,,"Radisson Blu Hotel, Tromsø"
620,Xai-Xai,MZ,66.65,broken clouds,-25.0519,33.6442,,Complexo da Familia
621,Razole,IN,86.88,broken clouds,16.4833,81.8333,,Sterling Palavelli Godavari
622,Pacific Grove,US,68.38,scattered clouds,36.6177,-121.9166,,Lovers Point Inn
623,Manadhoo,MV,82.69,broken clouds,5.7667,73.3833,,Bon Abri maldives
624,Beboto,TD,71.26,moderate rain,8.2668,16.939,,
625,Laiwu,CN,84.33,broken clouds,36.1928,117.6569,,Hanting Hotel Laiwu Yinzuo Mall
626,Fare,PF,80.1,few clouds,-16.7,-151.0167,,Maitai Lapita Village Huahine
627,Akyab,MM,82.27,overcast clouds,20.15,92.9,,Hotel Memory
628,Yeppoon,AU,73.18,clear sky,-23.1333,150.7333,,Villa Mar Colina
629,Pochutla,MX,71.82,overcast clouds,15.7432,-96.4661,,Hotel Posada San Jose
630,Prince George,CA,56.64,clear sky,53.9166,-122.753,,Canadas Best Value Inn Prince George
631,Porto Nacional,BR,75.2,clear sky,-10.7081,-48.4172,,Vila Real Hotel
632,Ust-Tsilma,RU,43.52,overcast clouds,65.441,52.1498,,U Praskov'i
633,Ulaangom,MN,73.38,few clouds,49.9811,92.0667,,Achit Nuur Hotel & Restaurant
634,Mana,GF,77.52,few clouds,5.6592,-53.7767,,LE SAMANA
635,Podor,MR,87.78,few clouds,16.6527,-14.9587,,Auberge Du Tékrour
636,Guerrero Negro,MX,71.65,clear sky,27.9769,-114.0611,,"Casa Laguna, Bed & Breakfast"
637,Kemijarvi,FI,49.37,overcast clouds,66.7131,27.4306,,Hotelli Kemijärvi
